hash,id,material
e73390e1a97849218156de9a925e835c,lips-of-thomas,Framed black and white photograph with framed letter press text panel
116e20d9ad676f6026fac6e1817ad241,study-for-tatlin-installation,"Gouache, watercolor, and collage elements on paper"
57517275cc285265d6be399435a64297,between-the-eyes-t2,Pencil on double sided poster
8621c76aedcadb093a38afde542400b0,hottyhammyum,Oil on wood
1f2f7c06701983c911a27d260bcae8b3,weeping-stones,Pastel on paper
aa05910f7387cb0d3eb7548ead2936cd,ark-of-dreaming,Mixed media on canvas
1306763f293d93e5e637ce77484e7a9a,haycock-by-a-bank,Oil on canvas
a29cc56014400f21f4403be1ac859703,the-temple-1948,Watercolour
3e1b591fda304f38f9d9fac27f134a6d,maternite,Bronze
bb354187e4f1f7092def77150e9c0bce,untitled-90,Acrylic on canvas
c29d3cbee2124348d19156c714136c10,now-here-24,Black marker on paper
b2a909d6bd75e01812a334c9afad1e2f,the-troubles-an-artists-document-of-ulster-19,Archival cibachrome
2f02dee7cd652b45449243433d473fc9,logo,"Concrete, steel and rubber"
b3880f303b0869ee5257f74762aeb1fc,still-life-with-eggs-candlestick-and-bowl,Collotype
7ad0220c89232defd927a07b2885bdba,simulteneisme-et-plus-6-collages,Mixed Media
ec4ff4d8f6ae15403f5fca881d943463,four-poems,Artist book with oil paintings and text print
c6d99a3e6cd491654be5884a5a040844,mask-head-1,Monochrome etching on paper
78403b6b21edac530aced0c1cccaf6dd,the-tablet-was-touched,Acrylic on canvas
bb1632a2729b4187740b58ba6724cd9c,small-rosc-symbol,Oil on panel
a5229cc624daa6776a0289b1e3de1ec8,no-9,"Graphic, aquatint on paper"
c50d97d33d9b50ae240c7585d9adc2f9,beach-scene,Lithograph
7f99c8c8ace0a8f1b6396008dc460c86,folded-unfolded-4,Acrylic paint and Linen
37559336f6af57f9dfa6d9a306e2357e,solar-breath-northern-caryatids,"Video (colour, sound)"
59709fbb65aa1f4dafcd136e3c27f800,along-essex-and-wellington-quays-by-the-river-liffey-dublin,Photography - Silver Gelatin print on fibre paper
06e84635f62a52bb1c1f1021b556ec66,the-troubles-an-artists-document-of-ulster-50,Archival cibachrome
589650443ebb666afd44a13ff8ead1f2,smoke-rising,"Mixed media, 32 panels"
0d5f3c90530a6365ee56f5a190d4b53c,men-of-connaught-mille-tetes-gris-noir-blanc,"Aubusson tapestry, Tabard Frères et Soeurs"
71d7f0dec9e4cbfcc497b29f31dc040f,bed-5,Black and White photograph
42ff6f5d681362a2b0ef4cae2781ed43,untitled-corrections-d,Granite
fe6ce229689924aadd9b00f5e0f3b60d,a-game-of-war-structure,Powder-coated and anodized aluminium
18be761b51a518dcc7a0c552226a6799,donegal-bay-diptych,Oil on panel
75b618e627fe534752a117eb32fcdd02,reclining-figure-and-small-motif,"Graphic, lithograph"
2382863c4f28f46f51733cac43c499f8,after-constables-elm,Etching
4031104df96ae567d9f17fac7dc2c285,permutation-series-5-8,Serigraph
e1536a66bf13c3e741656a0f67d68b4d,light-rhythms,Acrylic on card
de184ee8558e878353b9e5d5295a9f37,painting-iii,Acrylic on canvas with sand
f601bbb2821895d028e09104c525d16b,raval-7,Etching
6cc6270c1b6fd95c4aed18779b424847,body-soul-portfolio-8-9prints,Etching
41abbb6672bc3cd27ae73602e5caba08,country-still-life-with-crow-magpie-feathers,Gouache on paper
1d7604e0b8ee68f3384e5d3432876191,bird-with-a-worm,Oil on canvas
fd397500207333c649dc8fc35be28191,the-conversation-2,Oil on canvas
adf6e8b45a436577e4d0bef82a190b30,young-serbs-caca,Lightjet print reverse mounted on Diasec
4c73beda90cbd8e542b5953e064308aa,triangulo-azul,Lithograph
0a1a71621bb2007ac4bc9c6bbabc1f4c,if-the-ground-should-open,8 Channel HD video
cd3c0db62e77c17a3a811ffe6d4e4f65,computer-drawing-2,Ink on paper
cf47b618674927530413bfd417f625fb,chagrin-damour,Etching
c1406f499176d0e0abff3c2edb8cd19f,block-party,Super 16mm film transferred to video
004c99d719ea5dd88f69076fb1448ae5,bar-irlandes,Text is screen printed on Guarro 300 gms and Somerset 300 gms. Four Mixed Mezzotints
60b0c76ebca0e3f0af63f9477c4f0808,no-8-from-i-modi,Black and white photograph laminated onto aluminium
585c203d1d5fefbb3fe61459cb298a44,queen-of-proofs,"Cibachrome photograph, bronze sculpture"
8e1356182bc5253a6cd67f3684ae8ddf,seal-cottage,Gouache on paper
b4193064244577754086d2fe5c77c394,prostatas,Lithograph
1de7d44fcc49991cfbf369be577eb97d,diario-popular-twelve-days-in-march-6,mixed media on paper
d3be74ec250cf2d612bd0e42042a4577,burren-series-2,Watercolour
bd2404e2447ca6b3f2ff94b25709c403,wrapped-monument-to-vittorio-emanuele-project-for-piazza-del-duomo-milan,"Lithograph with collage of fabric, twine, and staples"
2154f0d88c2c3994259b9b60a432e4b9,gorans-stealth-yugo,"Chrome plated steel, rubber, plastic"
393786c5b7db56ac3cf17545fd35b3a6,outdoor-studio-no-2-nasssau-1975,"Newsprint, ink and pigment on board"
d8b2812d88ed3128e062a687cdd4966f,scraping-the-surface,Etched painted steel
b7f3a077a12c0a113305c17d3f79f0f4,the-wild-geese-i,Oil on canvas
3a9fb3e7afe0dcc008133b9f23a433c4,killer-dyke,black and white colouring pencil on rose pink tinted Canson paper
af0606e64f662588a25c51450bcf590d,the-blackbird,"Gouache, pencil and sand on paper"
a4e7522dc25d2532338c95ce7164ace1,cavan-triptych,Oil on board
894424991800acb1bea722e8cb0e1491,resurgence,Lithograph
02e3c64b21aecbd9c5c6113b046d3d53,untitled-100,Colour etching
ddfd40c2ee4ddc9b2f189932fb0cbd02,untitled-15,Pencil and coloured pencil on paper
13729b56b9942e9d3eabe179fc32890c,the-troubles-an-artists-document-of-ulster-34,Archival cibachrome
48e6a97d5dcb79e6210b3cec026e21f9,the-music-of-things-sleep,"Video, sound by Trevor Knight"
c5d426a3610b4e3f53c2c53d69fb4dce,chaco-settlement,Fresco pigment on plaster
14b19f4009cdfcf31e7c0668c0c23d74,parroquia-de-san-jose-iturbide-de-guanajuato,Screenprint
f43e22e0a4d9d4d18029a3856f787408,real-presse-series,Oil on canvas
c5db5c261244f06a0a6787ea84b18c3a,man-looking-at-a-fontana,Acrylic on canvas
16ea3adb7f058e9e66416b1019e77fd8,the-worktable-callan-1980-still-life-80,Watercolour and charcoal on paper (Gouache on lilac paper)
daee7fb340efb81661379bf8b5a33103,loss-memory-dumbells,Photograph
f3ff0b5421f5b325566e6c09e59f4a0e,female,Carved wood
3427098a92d2e47d8be9a082ec458858,diario-popular-twelve-days-in-march-9,mixed media on paper
e4c9088b24744ec49512b12fcc6168d7,les-marchandes,Screenprint
5218031002811e5a300a85b08ac8cc6f,lovers,Acrylic on canvas
8f6f7631f4dc5499e5509d39b7d19455,solicitors-head,Etching
e84e4348e8b3ac7f7d1539f0d023db17,sleeper-iii,Oil on canvas
b89cb6ef255e3e8abe13c44c1c659061,bethany-drawing,Pencil and coloured pencil on paper
bbefc7c8f425049fe3f47d0e6814bcd3,untitled-snail,Oil on inox
4925b1847c9b632829daf28f0f25e54c,national-identity-crisis-1,Acrylic on canvas
51f6ae4011a801500a0c747f7fc807a6,eli,Etching
93cfc8373dddf4b1027848eb9c996478,dove-release,Dye transfer print
6f715673de8b9445dd1347dffc148009,norte-o-sur-o-este-u-oeste,Lithograph on paper
30928e2bb4199ab0243a80408c1bbf16,in-the-wake-of,"Wood, paper, ink"
0ffe9fc8749c0a01492f7fb517a7f5f2,teapot,Gelatin silver print
2978ef2b83ce7eb43eabe5e070bd19ca,laboratory-still-life-1-state-1,Aquatint Etching
8926ed3f23948544029661f627ba4093,berlin-painting,Oil on canvas
8b12ae12a95d1536e1b8e63d250ce541,mater,"Etching with screenprint, carbarondum and gold leaf, quartz sand"
d464fff032821a005c4a1cf8e299cfe2,puck-fair-killorglin-county-kerry,Silver gelatin print on fibre paper
c2664b7aabe5764af08d54fa4caa966d,boy-and-seagull,Oil on canvas
59735f40e5cb7cc83f70916f9a427b50,sand-dune,Mixed media on canvas
1e829fcee5e1f1a5db90f7f2cf59a07f,untitled-58,Acrylic and sumi ink on paper
14570abafa92e9674e8e8443e38a0c37,untitled-30,Lithograph
677d7c057516989f27140dedbdc552be,seascape,Colour etching
dd897a837d24f86a1bc83d7448b5a16c,the-family-3,Conte and wash on paper
00153545124a213f81a411badcabf231,cast-paper-15,Cast paper
9963072f4ac5e4900149e14049cfc1c0,espace-metallise,Silver painted moulded canvas
b41e18f2378ccf1827bd0e5e90ace0fa,front-page,Etching
fcb5d4e4185436d2cbe822f5a126a827,untitled-62,Watercolour
de224d9cc54c286d8aabe253ec3223ac,untitled-103,Screenprint
f765ab2414fb6e0a55c838ab83aabe3a,big-bowl-with-persimmons,Oil on paper
6f1e771f2c261f9a84a64a3aab0990d6,red-forrestry-knot,Oil on canvas
c90b6c3b9b4ff08017b4d65618058314,freeing-the-body,Framed black and white photograph with framed letter press text panel
d10da0f7f1957e0a0b48b47f2eb16f7d,cor-what-a-bargain,"One-Colour screenprint, laminated with black marker-pen"
41d16560e9ad5712d3293f5df3f9d7fa,the-troubles-an-artists-document-of-ulster-31,Archival cibachrome
446425985ab3c76e2249fd19a083f0e3,from-centarus-to-argos,Acrylic on canvas
9cb2304449853a9d4ab154cb98d0a470,working-drawing-for-body-of-thought-no-i-bt-10,Pencil and ink on squared paper with traces of tape
e84dc5a4b4a160981201cbd813e49479,hope-springs-eternal,Oil on canvas
645ad0af5fd479717fcc9d3ea27f9451,ditch,Gouache
c1c2824012ee6c8b95576e92e3ef1f4c,icy-tree-monroe-ct,Oil on canvas
1ab1230b5285f568dfb314a36670867a,the-launderette,Etching
239786e89d3a6d6a20bd39b6c57187a4,study-for-floor-ceiling-piece,"Correction fluid, ink and watercolour on graph paper"
b022002bd8b0710c65bfc122c5fea76e,the-history-of-tears,"Silk handkerchief. Printed by Glasgow School of Art, Centre for Advanced Textiles. Sewn by Fashion Hothouse, Dublin"
6880bd634185f7d776f849f51f36acb0,eye,Etching
04d5a78aca8eb0192b308e05c2a8c846,window-composition,Acrylic
27058b23b7413f708e5729ad103937c2,on-the-beach-at-fontana-from-pomes-penyeach,Etching
a34c22a993d724aa16075dacd7545bc2,dublin-bridge-harbour,India Ink Wash Drawings
df03ccf5ed6f44980895669cb9bc641f,albie,Oil on canvas
2e4fac7c5a30adb12195e1707b417563,volume-ii-the-big-nix,"Etchings, copperplate and nylo prints"
0615a3d4fea06702b12bd4b0599a8401,oh-mona,Screenprint on canvas
4d42fd7fa4d252c8adf58a3dac14961d,caracol-vermelho,Etching
e4067d907c5ad09f3b542bb317a4b165,jet-plane-blue-red-yellow-green-boxes-arrowson-grand-parade-chinese-version,Gouache on brown paper
a4128b6d5d4edc36db6099283869dc9b,resurrection-are-we-ready-to-stand-alone,Photograph (Fuji Crystal)
df58d2a9df55d55aa366737e18fcb82c,continuel-mobil-argent,Aluminium
b2f3e3c2b2050e79c0d1ab6d5fdd9435,serie-ayerim-no-4,Screenprint
830b4979854ec37e7d23991ab5f751aa,john-paul,Black and white photographs
930db58dcdd408c4981ae803993c82c8,incident,Cibachrome mounted on aluminum
befcd3cd5b19ba6bb6f07327fa59e475,moment-in-july,Oil on gesso
3adaf1b61151ac5c6df70b04dd2d1873,jesse-on-the-couch-london-1991,Archival pigment print mounted on Dibond
91e174a948cea6bab9f58a53b45c47e6,a-map-of-the-sky-including-betelguese-and-a-pecan,Oil on canvas mounted on board with additions (crab shell and pecan nut)
78845bb0e809f544295e338dede1dfa3,head-3,Silkscreen
9080ec0f46af00ddfe3cb9a265a44c1f,split-level-two-house-home-jersey-city-new-jersey,Gelatin silver print
6dd573c2d6dd88d1040932e6635cb3d2,between-the-eyes-t14,Pencil on paper
5a4f2e844f9505f95ce684e57462cb0d,linen-chair,Acrylic
c6aa70bb7297d04a5270e8e7b617f3e0,entering-jerusalem,"Charcoal on canvas, in 3 panels"
9fa2b3c1714154d610c73bed0fbef513,landscape-co-down-1943,Oil on canvas
58d5f03c2d53ad32c7e261aea5990a52,the-dance-of-life-shamiana-panel,Textile wall hanging
ca9217186dbd53ae28c6e6f04d367ec2,christmas-1981-for-gordon-lambert,Feather on handmade paper
bf4ea02a766e0778f697b043e262e122,columna-policromada,Screenprint
4e06a1b069e29ea388bdd52bc1d48808,little-wanganui-river-viii,Oil on canvas
ec3dfbb5561ff73b3d293353647293ae,two-old-ladies-kings-inn-quay-dublin,Selenium toned gelatin silver prints
ea5666d957b870c14de4c927675184d4,after-nature-iii,Print - lithographic print
6ecdd7c56cec5db29392c2a41ea3a3d5,nude,Watercolour on paper
76eb542d643971d911802fac820923c1,the-rape-1,Oil on canvas
c58e5efecdd58dfd33df5969ecbc8bb3,planeta,Screenprint
89f98ae125928293a12d205202e87782,self-pity-and-headache,Lithograph on paper
ef3d2cd0f0e1605000a64fa8e8533124,jig-map-iraq,oil on canvas
b0764a670b234a6de602cfa8e92c6813,drumsna,Photographic print (colour)
bf775859f978ed866d8ff3a2e00f512b,irrevocable,Oil on board
f1fbaca9fa8ee965c0e093139501be51,lower-dominick-street,Selenium toned gelatin silver prints
aa007710b7dcda4d7f0cbc4bf0081ec0,de-creation-iii,Bronze
6555c9891a21ff0b522cdf736641c176,i-r-a-funeral,Etched on zinc; printed in black ink on white German etching paper
d00724fb4a0c428d85f09fbfeffaa8c6,forma-espacial-en-blanco,Etching
09a7adc013177b919ce02e8158fd8b4b,domestic-optimism-act-one-a-lesbian-love-story,"single channel video and script zine (unlimited edition, for audience to take away) with customised concrete display holders"
fdf90d209624bd99ad6fee280b2b0067,modern-nature-4,Acrylic and sumi ink on paper on wood
6ce0b24663749d85e4173025477f05dd,cardinal-worm,Painted metal
c60654b9b3ad74ba6a58fbab040de62b,demeter,Oil on canvas
487d234fe9c588918a6c561feec83917,between-the-eyes-t36,Pencil and ink on paper
7d6d0a0d78afb6b41fd0fcbad9f0c711,silver-and-blue,Oil on unprimed canvas
f9ad80a93d26451521d434a1f920bc49,between-the-eyes-t17,Pencil on paper
ec917e992e12498d6353f204f57b02dc,the-tain-cuchulainn-in-warp-spasm-2,"Aubusson Tapestry, Atelier René Duché, 1999"
fa565cb1e575185866a0e067c365cf35,golden-world,Oil on Canvas
428c116cd8aef4d3dbf1baa954e70a2a,lucky-dip,Mixed Media
20e5f0cb2279e103317a31b04dc13148,yeoman-yemen,Oil on canvas
2b99ca9ce06a4b40074fdbdddaf39282,two-irishmen-in-w11,Oil on canvas
6269bfbbe6556c9b53b333ea96bcd379,untitled-large-gouache,Gouache on paper
f51ecc56fe7f3a6ba541c0290563dba9,the-tain-ulster-rises-from-its-pangs,"Aubusson Tapestry, Atelier René Duché, 1999"
083fd1424feae32f0c6f4fae2c2d7954,despues-de-la-tormenta,Screenprint
cce0b5fb39a23e17314fc3ae49798c1a,fourteen-points-of-entry-i,Acrylic and oil on paper
db1f803f9f10033d1f23401a6446a5d2,glanmore-sonnets-von-seamus-heaney-mit-pastellen-von-cecil-king,Lithograph
90d490e89d7f2dfaecdeadc6611ce899,cronica-de-respetables,Screenprint
2981f2350e965ca5af7e5544af1d035f,girl-with-fuzzy-hair,Etching
2b4ba54421b8867737cc969ee201d563,it-adds-to-the-confusion-3,"1950's Haslev table, resin, ceramic, mirror, gold leaf and watercolour paint box"
88ca52d27f88006abbb793d188978fc0,saddle,"Saddle, cow's udder, metal stand"
f1ae72d89d0b32db25b2667705f1cc07,safeway-gel-air-freshner-alpine-garden-detail,Four-colour screenprint with mezzotint screens
4cad39d1fcc206a2568dd67cb030b4f9,untitled-39,Watercolour
5c5ff2b0247044ba70e489501ace1826,criss-cross-no-2,Oil on perspex
5134f4260643a3950406e61c6c41fe03,the-troubles-an-artists-document-of-ulster-69,Archival cibachrome
3a2f51fe74c01e55aa86e546598900c8,loiseau-de-feu,Mixed intaglio technique combining aquatint anad etching. Possible lithographic technique and varnish.
93614b56dfc9eee1b1765f04d45e2ea6,loss-memory-his-shoes,Photograph
c8e694275ff0926b60473b5d430832f6,transverse-colours,Oil on canvas
7a5484596be0959b9d72030b4776f032,crossing-the-rapido-vii,Oil on aluminium panel in three parts with inkjet on gampi tissue
1304f095be1f8c27eb3bbc53519c01de,mother-with-monty-and-duke,Oil on canvas
695cd57688118e98997b225c23f61702,the-night-crow,Etching on hand-made paper
65bf6af901de5cc2a7829eb3a6f45d65,jo-mar-building,Etching
e80a3f061aff2ef417b434f2e50c3c30,demeter-a,Photo on canvas
9ee5c24660abdef2ec97582277324a1f,include-me-out-of-the-partisans-manifesto,Video
28c790793857cb140d94c2ebc6a15210,red-room,Felt tip marker on paper
20ce1874891513101fdcaae0a1915a82,between-the-eyes-t33,Pencil and ink on tracing paper
b7b45b5a43d9e304ee81e05968d5edf4,the-troubles-an-artists-document-of-ulster-66,Archival cibachrome
5aecf4a33028c0caef5cc031c66fc169,kitchen-table,"Wood, enamel bowl, steel, glass test tube, fossilised sharks' teeth"
85a95cf8a2eb49eff00d604fe00ecb27,glendowan-4,Conte and wash on paper
6257264347168921e82835ea5d20a445,river-line-sky-kings-river-callan-crows-driving-off-heron-on-big-poplar-1978,Mixed media on paper
97570d95e6f255c03255beb6e4ff8005,seamus,Black and white photograph
51d6013e50f4833e526925eb576af88b,brushstrokes-in-all-directions,"Silkscreen print on FolioWhite, 250gm"
9e2c728ec412574ea41a9dd995eda2cd,untitled-122,Conte on paper
ed00953cb17c62ae82fd679228bbb256,no-4-from-i-modi,Black and white photograph laminated onto aluminium
5db7945242a639236a131378e2b46af9,a-day-like-any-other,Modified flip clock
fb091faae03685c148ee27c045393986,glass-hour,"Super 16 mm film transferred to video (colour, surround sound)"
a51efed8c2b15793406668cb0dfd5831,criss-cross-1,"Perspex, serigraph"
6d8ee92062ea4b5d4610c02f1ec4e9f1,preserve,"Wire basket, bulbs and concrete"
72fadaf0d8a978f5778b7b45a94efa60,untitled-18,Oil on paper
4ad463027f69839be31fb2c93463efe8,the-land-of-punt-7-the-bonsai-man,Acrylic on canvas
12126f5070eaea878333bedcf876adad,land-of-punt-2-snakes-and-ladders,Acrylic on canvas
9086326c8d052ad64358029770b37941,mrs-young-catholic-is-consoled-by-neighbours-after-hearing-her-son-john-was-shot-on-bloody-sunday,Etched on zinc; printed in black ink on white German etching paper
5ab7bb7b6e34bc33c7364e466e1e3c31,the-relics,Oil on canvas
f3fc4ae5fd8dc3a1e64a408d6be3cc8d,watchtower-2,Oil on linen
9c9eae92959cf0c32c74096e5d70f49c,schizogenesis-5,Black satin construction
24fc3fab8ea8bba9c8c56fd6b6a43707,sweet-song,Oil on canvas
98192c0be7ba574af0c283b305582b93,untitled-40,Watercolour and pencil
01bac6f5c2b93a0b47983ced4835d467,with-hidden-vessel,Cast red bronze sculpture
ef888e75b1f4d755803df1e4697e103b,hope-drawing-the-morning-16,Watercolour on paper
e7061dc3c0071df10057649671afe84c,deery-family-of-13-catholic-father-dead-mother-shot-in-the-thigh-on-bloody-sunday,Etched on zinc; printed in black ink on white German etching paper
c84e0deb8d6ca903c064a8c9c808fa99,tutto-e-sciolto-from-pomes-penyeach,Etching
68e8cfbabf9bfa990871a6204e898791,portrait-head,Etching
2ed5f453458518c646cd962a650ddd13,scarp,Colour etching
1015ae1aeea327fd2ffa6f5fff9108cc,abrir,Coloured pencil on paper
f7557287040cd910365bd9d139a23621,samuel-invoque-a-yahveh-en-mi-augustia-y-a-sus-oidos-llego-mi-grito,Lithograph
29f72850b6d888e7ff1a532b30b2945a,the-troubles-an-artists-document-of-ulster-53,Archival cibachrome
5b2a81827f67db877828b0c4f38bc2b5,after-nature-ii,Lithograph
68a8b7afd672a68ff0b1ec399b8da318,barrel-construction-for-declan-mcgonagle-2,Oak barrel staves
360826019c0b74656a26d9e2f9879bcf,diario-popular-twelve-days-in-march-13,mixed media on paper
f1d551032a71a1b52fd0b353ae2dc06e,the-drummer,Bronze
dc60366870413fd6b5379057d69db394,entre-flores-y-golpes,"Etching, aquatint"
2d1b3d872736fc5f883dfffae1802584,curtain,Watercolour on paper
f5b9e95bae52d158acff3d03b36135e0,rock-drawings-2,Screen Print
3b893cdf6a0d4e6544edc810248ea070,moment-of-surrender-196-version-1-nature-house,Oil on board
72d940a33252c613a48828804440bdff,between-the-eyes-t38,Pencil on paper
115118d7cbe83dcdba0701b1c687d18a,shooting-hoops-at-jaimies-metropolitan-avenue-williamsburg-brooklyn,Gelatin silver print
c63d9e0cf75956ac2e8605b2ff5ddd15,migration-of-symbols,Giclee printed onto Somerset 300gdm paper Colllaged rose printed onto 160gsm gloss paper and mounted onto surface
3c143cda5060be725ad7cbfdf15e3232,the-troubles-an-artists-document-of-ulster-15,Archival cibachrome
2106e9669485cb7deb4eeee61dc763c5,a-bomb-goes-off-in-belfast,Etched on zinc; printed in black ink on white German etching paper
4433735fa73d8c08aeca78d46e5086fd,young-unemployed-man-in-kitchen-athlone-county-westmeath,Silver Gelatin print on fibre paper
17724c873e703c6604b9530e2e108b12,head-of-the-big-man,Oil on canvas
14f5d21a647755b9ee696e092421d64d,birds-in-flight-gpa-award-1988,Bronze mounted on granite with silver plate
